"created_at","status_id","text","truncated","source","status_in_reply_to_status_id","status_in_reply_to_user_id","in_reply_to_screen_name","geo","coordinates","contributors","is_quote_status","retweet_count","favorite_count","favorited","retweeted","lang","possibly_sensitive","status_quoted_status_id"
2021-09-01 19:57:58,"x1433157202492235776","@StarTrek_Lt That'd be awesome! I look forward to having you attend the stream",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1433130130222682117","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-09-01 17:34:20,"x1433121056114479108","@StarTrek_Lt wow thanks! I love this image.",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1433113337164746754","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-09-01 15:26:41,"x1433088930077937674","@StarTrek_Lt The building with the green roof is an Art Deco beauty for sure. https://t.co/4a3it9eHI2",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1433088675282178051","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",FALSE,
2021-09-01 01:35:24,"x1432879732278927360","@StarTrek_Lt science is a liar sometimes",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432850092688510980","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-31 23:33:59,"x1432849177986404352","@StarTrek_Lt Of course the project can be slow in fits and starts! But engaged folks like you and @anushka_kurian give me hope.",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432848271219691525","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,FALSE,FALSE,"en",,
2021-08-31 23:13:14,"x1432843957155897348","@StarTrek_Lt I may actually consider this! Great idea - thank you!",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432841873316483073","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-31 21:27:58,"x1432817462316306439","@savostrowski @StarTrek_Lt Latest Python 2, with giant warning and latest Python 3.9.",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1432810918920867843","x311229270","savostrowski",,,,FALSE,0,1,FALSE,FALSE,"en",,
2021-08-31 21:24:31,"x1432816596863655939","@StarTrek_Lt @savostrowski Please do not use this. It’s unsupported.",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432810248935383043","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-31 21:01:58,"x1432810918920867843","@StarTrek_Lt What version comes default on the latest MacOS version?",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1432810248935383043","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,FALSE,FALSE,"en",,
2021-08-31 20:04:26,"x1432796442070970371","@StarTrek_Lt That’s cool. I will try plant and bug based foods at least once in a while to encourage the industry t… https://t.co/CkMqWyiYxM",TRUE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432794670623461378","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-31 19:55:36,"x1432794217256873986","@StarTrek_Lt That’s neat. I’m actually going to look for these at Superstore now.",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432758361255071750","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-31 19:40:51,"x1432790506715684871","@StarTrek_Lt @rstatstweet Oh no—you can still use the magrittr pipe! On the contrary, the |&gt; pipe has been added as… https://t.co/jHWnIOnJE7",TRUE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432789812507934722","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-31 19:35:51,"x1432789249586237442","@StarTrek_Lt @rstatstweet There’s some differences to the magrittr pipe.

AFAIK, the new pipe requires functions to… https://t.co/GN6laiCCLT",TRUE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432787779633647618","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-31 19:12:04,"x1432783261533605889","@StarTrek_Lt Yeah, sometimes it's hard to remember that, thank you 💜",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1432774051907260417","x780551700432117760","StarTrek_Lt",,,,FALSE,0,3,TRUE,FALSE,"en",,
2021-08-31 18:50:34,"x1432777852617961472","@StarTrek_Lt @rstatstweet Thanks for catching the typo. People peopel, potato potateau :-)",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432768035287277574","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-31 16:22:32,"x1432740598985990147","@StarTrek_Lt @rstatstweet I got a few suggestions",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1432697789427838980","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-31 15:00:13,"x1432719883607871499","@StarTrek_Lt @BrentBrewington @rstatstweet I’m bad at python, but yes, I think the … is similar (optional arguments… https://t.co/xfSoV8JXS6",TRUE,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","x1432695347017437186","x780551700432117760","StarTrek_Lt",,,,FALSE,1,1,FALSE,FALSE,"en",,
2021-08-31 13:20:29,"x1432694786457227271","@StarTrek_Lt @BrentBrewington @rstatstweet The “..” refers to the order of the function arguments.  It’s a stupid w… https://t.co/QhVz2vAd9a",TRUE,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","x1432688160933249025","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-31 03:54:47,"x1432552421302194180","@StarTrek_Lt That's totally understandable. But this is also the very reason I host TransSafeSpaces regularly. I wa… https://t.co/KVt58p5tEZ",TRUE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1432551748422356997","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-31 03:07:39,"x1432540560892518402","@StarTrek_Lt It's just Twitter. Same app. But only works 100% on phones. The computer version is wonky. If I'm glow… https://t.co/xOYHsaiNsY",TRUE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1432539585423151106","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-31 02:18:03,"x1432528077024743426","@StarTrek_Lt ❤️",FALSE,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","x1432527402912018432","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"und",,
2021-08-31 02:09:25,"x1432525905994272769","@StarTrek_Lt Thanks, this is very interesting!",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1432454973887897602","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-31 01:55:23,"x1432522374537170944","@StarTrek_Lt Health bot and green bot just pump out junk with the hashtag #GMO .  I use their posts as educational opportunities.",FALSE,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","x1432522040561471491","x780551700432117760","StarTrek_Lt",,,,FALSE,0,5,FALSE,FALSE,"en",,
2021-08-30 18:52:14,"x1432415885445189636","@StarTrek_Lt Once you take the plunge in tweaking your setup, it can be quite addictive!  Not that I would know fro… https://t.co/Nx1LqW9Mxj",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1432409677850054656","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,TRUE,FALSE,"en",FALSE,
2021-08-30 06:46:48,"x1432233321820532742","@StarTrek_Lt @RNickGorton I am indeed, thank you!",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1432129932688191490","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-30 03:21:12,"x1432181581683335168","@StarTrek_Lt Yes, this crossover explains the begrudging truce taking place. No bloodshed so far on my nightstand.",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432173739769143299","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-30 02:55:52,"x1432175205334413313","@StarTrek_Lt @SebastianArcosR @rstatstweet https://t.co/pFqKcE1eRI",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432167795966447616","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"und",FALSE,
2021-08-30 02:33:24,"x1432169554759745539","@StarTrek_Lt @WaPoFood Ikr? It actually looks pretty good.

But if someone hands you that and calls it pizza you re… https://t.co/SRHOrYhpSJ",TRUE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1432168670571077635","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-30 02:22:55,"x1432166912926965763","@StarTrek_Lt @BlackGirlsCode 🤗🤗🤗",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1432164609587232776","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"und",,
2021-08-30 02:09:38,"x1432163569970339846","@StarTrek_Lt Haha yes I’m a looong time muter of nonsense. Nonsense gets muted; hate or threats against me or someone I care about blocked.",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432163265061081089","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-30 02:07:12,"x1432162959992795138","@StarTrek_Lt I do. All the time. Thanks pal! No worries. Just making a point. ☺️😘",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432162719558291460","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-30 00:46:46,"x1432142719774703620","@StarTrek_Lt @hadleywickham Well, I think this is a bit different? Advanced R isn't really a ""how to do X"" kind of… https://t.co/HBWLxri8s2",TRUE,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","x1432135427285151751","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-30 00:42:48,"x1432141721597579270","@StarTrek_Lt Sadly, I would have to agree with you ... the Borg prefer intelligent, advanced species that will aid… https://t.co/mJgtkgidYs",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1432140923979190281","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-30 00:23:42,"x1432136911850704898","@StarTrek_Lt Haha definitely not always, I spend 30-60 minutes per day reading! (And I also go outside a lot especi… https://t.co/bCRn2HVZCd",TRUE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1432133892153118725","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,TRUE,FALSE,"en",,
2021-08-30 00:14:58,"x1432134714911977476","@StarTrek_Lt I mean, it's not like I can blame @hadleywickham for my own poor decision not to read Advanced R cover… https://t.co/nAOz4uuLr6",TRUE,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","x1432134151503712256","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,FALSE,FALSE,"en",,
2021-08-29 21:47:33,"x1432097615533854720","@StarTrek_Lt https://t.co/TCDQaDKF19",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1432097164348383233","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"und",FALSE,
2021-08-29 13:09:20,"x1431967204396912640","@StarTrek_Lt I'm really sorry that you experienced that. We all deserve better, you included.",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1431966348922351618","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-29 13:06:09,"x1431966403096195075","@StarTrek_Lt @GordPennycook Wow, none of these are even remotely ok in a workplace (or imo ever but some people lik… https://t.co/G9LpBBulOR",TRUE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1431961792020811779","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-29 13:01:48,"x1431965308722556931","@StarTrek_Lt @chbergma @GordPennycook We're not talking about physical aggression here but attitude. Ever heard the… https://t.co/l0afSGN8mi",TRUE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1431963564500082691","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",FALSE,
2021-08-29 12:58:53,"x1431964573352042499","@StarTrek_Lt Ha! Here’s the trailer.

https://t.co/Dtdxz1WgDP",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1431964214902411264","x780551700432117760","StarTrek_Lt",,,,FALSE,1,1,TRUE,FALSE,"en",FALSE,
2021-08-29 12:50:45,"x1431962525508177922","@chbergma @StarTrek_Lt @GordPennycook Lol. That is sooo aggressive.",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1431849351769477120","x1092889387","chbergma",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-29 09:22:02,"x1431909998972571649","@StarTrek_Lt Wouldn’t rpy2 meet that need? https://t.co/DLClyemKLu",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1431790733053218822","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,TRUE,FALSE,"en",FALSE,
2021-08-29 05:21:02,"x1431849351769477120","@StarTrek_Lt @GordPennycook That would be neutral in your office? I'd be shocked if someone did that",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1431790307046092801","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,FALSE,FALSE,"en",,
2021-08-29 00:09:22,"x1431770917357637635","@StarTrek_Lt Not just psychologists, people who struggle with it too, and everyone with an ounce of empathy. That's… https://t.co/MUXe4TjXtt",TRUE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1431770631192793092","x780551700432117760","StarTrek_Lt",,,,FALSE,0,4,TRUE,FALSE,"en",,
2021-08-28 21:19:38,"x1431728204595798018","@StarTrek_Lt Head to the GitHub repo 😀 https://t.co/kT0i5WNcXc",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1431722864676249603","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",FALSE,
2021-08-28 20:42:28,"x1431718849364348934","@StarTrek_Lt Much like the R community itself in the early years, I see a future with many more media content creat… https://t.co/8NLsAwBmzC",TRUE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1431698838360772611","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
