"screen_name","word","n","total","freq"
"justxavier2004","fun",1,163,0.00613496932515337
"justxavier2004","goated",1,163,0.00613496932515337
"justxavier2004","goty",1,163,0.00613496932515337
"justxavier2004","hope",1,163,0.00613496932515337
"justxavier2004","hoping",1,163,0.00613496932515337
"justxavier2004","https://t.co/3pvfadc9vw",1,163,0.00613496932515337
"justxavier2004","https://t.co/6jqu2kzrha",1,163,0.00613496932515337
"justxavier2004","https://t.co/egosjco7nt",1,163,0.00613496932515337
"justxavier2004","https://t.co/gjyblymwlh",1,163,0.00613496932515337
"justxavier2004","https://t.co/gl3ngucd4r",1,163,0.00613496932515337
"justxavier2004","https://t.co/hhxgrrdcel",1,163,0.00613496932515337
"justxavier2004","https://t.co/mqgqgwahxx",1,163,0.00613496932515337
"justxavier2004","https://t.co/tjvqdze42d",1,163,0.00613496932515337
"justxavier2004","https://t.co/twhebkytud",1,163,0.00613496932515337
"justxavier2004","hunter",1,163,0.00613496932515337
"justxavier2004","hype",1,163,0.00613496932515337
"justxavier2004","hyped",1,163,0.00613496932515337
"justxavier2004","iii",1,163,0.00613496932515337
"justxavier2004","imo",1,163,0.00613496932515337
"justxavier2004","infinity",1,163,0.00613496932515337
"justxavier2004","information",1,163,0.00613496932515337
"justxavier2004","insane",1,163,0.00613496932515337
"justxavier2004","kenobi",1,163,0.00613496932515337
"justxavier2004","lie",1,163,0.00613496932515337
"justxavier2004","lightsaber",1,163,0.00613496932515337
"justxavier2004","mandalorian",1,163,0.00613496932515337
"justxavier2004","mind",1,163,0.00613496932515337
"justxavier2004","play",1,163,0.00613496932515337
"justxavier2004","posted",1,163,0.00613496932515337
"justxavier2004","pretty",1,163,0.00613496932515337
"justxavier2004","real",1,163,0.00613496932515337
"justxavier2004","s2",1,163,0.00613496932515337
"justxavier2004","s3",1,163,0.00613496932515337
"justxavier2004","sagas",1,163,0.00613496932515337
"justxavier2004","shouldve",1,163,0.00613496932515337
"justxavier2004","space",1,163,0.00613496932515337
"justxavier2004","story",1,163,0.00613496932515337
"justxavier2004","system",1,163,0.00613496932515337
"justxavier2004","thread",1,163,0.00613496932515337
"justxavier2004","trailer",1,163,0.00613496932515337
"justxavier2004","travel",1,163,0.00613496932515337
"justxavier2004","tt",1,163,0.00613496932515337
"justxavier2004","tweet",1,163,0.00613496932515337
"Juzon_","@gamescom",1,10,0.1
"Juzon_","@saintsrow",1,10,0.1
"Juzon_","ass",1,10,0.1
"Juzon_","lego",1,10,0.1
"Juzon_","sells",1,10,0.1
"Juzon_","star",1,10,0.1
"Juzon_","tbh",1,10,0.1
"Juzon_","wars",1,10,0.1
"K18WheelerGamer","@rivalwil",1,21,0.0476190476190476
"K18WheelerGamer","@thescotsmantw",1,21,0.0476190476190476
"K18WheelerGamer","announced",1,21,0.0476190476190476
"K18WheelerGamer","coop",1,21,0.0476190476190476
"K18WheelerGamer","dungeon",1,21,0.0476190476190476
"K18WheelerGamer","exploreres",1,21,0.0476190476190476
"K18WheelerGamer","firered",1,21,0.0476190476190476
"K18WheelerGamer","leafgreen",1,21,0.0476190476190476
"K18WheelerGamer","lego",1,21,0.0476190476190476
"K18WheelerGamer","live",1,21,0.0476190476190476
"K18WheelerGamer","mystery",1,21,0.0476190476190476
"K18WheelerGamer","op",1,21,0.0476190476190476
"K18WheelerGamer","saturday",1,21,0.0476190476190476
"K18WheelerGamer","series",1,21,0.0476190476190476
"K18WheelerGamer","shinylocke",1,21,0.0476190476190476
"K18WheelerGamer","sky",1,21,0.0476190476190476
"K18WheelerGamer","star",1,21,0.0476190476190476
"K18WheelerGamer","wars",1,21,0.0476190476190476
"K18WheelerGamer","week",1,21,0.0476190476190476
"K1NG_CA1","#legostarwars",1,16,0.0625
"K1NG_CA1","#smallstreamer",1,16,0.0625
"K1NG_CA1","#smallstreamercommunity",1,16,0.0625
"K1NG_CA1","#smallstreamersconnect",1,16,0.0625
"K1NG_CA1","#twitch",1,16,0.0625
"K1NG_CA1","#twitchaffiliate",1,16,0.0625
"K1NG_CA1","#twitchstreamers",1,16,0.0625
"K1NG_CA1","#twitchstreaming",1,16,0.0625
"K1NG_CA1","finishing",1,16,0.0625
"K1NG_CA1","fun",1,16,0.0625
"K1NG_CA1","https://t.co/dhnzv85ks6",1,16,0.0625
"K1NG_CA1","join",1,16,0.0625
"K1NG_CA1","lego",1,16,0.0625
"K1NG_CA1","live",1,16,0.0625
"K1NG_CA1","star",1,16,0.0625
"K1NG_CA1","wars",1,16,0.0625
"KA_gritz","imagine",1,6,0.166666666666667
"KA_gritz","lego",1,6,0.166666666666667
"KA_gritz","ray",1,6,0.166666666666667
"KA_gritz","star",1,6,0.166666666666667
"KA_gritz","tracing",1,6,0.166666666666667
"KA_gritz","wars",1,6,0.166666666666667
"kage_dhiren","fucking",1,8,0.125
"kage_dhiren","game",1,8,0.125
"kage_dhiren","gonna",1,8,0.125
"kage_dhiren","lego",1,8,0.125
"kage_dhiren","lit",1,8,0.125
"kage_dhiren","star",1,8,0.125
"kage_dhiren","tbh",1,8,0.125
"kage_dhiren","wars",1,8,0.125
"kalebhanson0104","@geoffkeighley",1,80,0.0125
"kalebhanson0104","@jasondeheras",1,80,0.0125
"kalebhanson0104","@justxavier2004",1,80,0.0125
"kalebhanson0104","@lukerob72317804",1,80,0.0125
"kalebhanson0104","@sharpysharps",1,80,0.0125
"kalebhanson0104","@shillofnothing",1,80,0.0125
"kalebhanson0104","accounts",1,80,0.0125
"kalebhanson0104","based",1,80,0.0125
"kalebhanson0104","comments",1,80,0.0125
"kalebhanson0104","date",1,80,0.0125
"kalebhanson0104","feel",1,80,0.0125
"kalebhanson0104","forbidden",1,80,0.0125
"kalebhanson0104","forward",1,80,0.0125
"kalebhanson0104","franchise",1,80,0.0125
"kalebhanson0104","gotham",1,80,0.0125
"kalebhanson0104","halo",1,80,0.0125
"kalebhanson0104","hogwarts",1,80,0.0125
"kalebhanson0104","horizon",1,80,0.0125
"kalebhanson0104","infinite",1,80,0.0125
"kalebhanson0104","knights",1,80,0.0125
"kalebhanson0104","kof",1,80,0.0125
"kalebhanson0104","lot",1,80,0.0125
"kalebhanson0104","lunar",1,80,0.0125
"kalebhanson0104","marvel",1,80,0.0125
"kalebhanson0104","midnight",1,80,0.0125
"kalebhanson0104","mind",1,80,0.0125
"kalebhanson0104","missed",1,80,0.0125
"kalebhanson0104","palpatine",1,80,0.0125
"kalebhanson0104","people",1,80,0.0125
"kalebhanson0104","question",1,80,0.0125
"kalebhanson0104","release",1,80,0.0125
"kalebhanson0104","revenge",1,80,0.0125
"kalebhanson0104","row",1,80,0.0125
"kalebhanson0104","saga",1,80,0.0125
"kalebhanson0104","saints",1,80,0.0125
"kalebhanson0104","search",1,80,0.0125
"kalebhanson0104","shredders",1,80,0.0125
"kalebhanson0104","sifu",1,80,0.0125
"kalebhanson0104","skywalker",1,80,0.0125
"kalebhanson0104","squad",1,80,0.0125
"kalebhanson0104","squadron",1,80,0.0125
"kalebhanson0104","stop",1,80,0.0125
"kalebhanson0104","suicide",1,80,0.0125
"kalebhanson0104","suns",1,80,0.0125
"kalebhanson0104","talking",1,80,0.0125
"kalebhanson0104","tho",1,80,0.0125
"kalebhanson0104","tmnt",1,80,0.0125
"kalebhanson0104","video",1,80,0.0125
"kalebhanson0104","west",1,80,0.0125
"kalebhanson0104","window",1,80,0.0125
"kalebhanson0104","yoda",1,80,0.0125
"kalebhanson0104","youtube",1,80,0.0125
"KalengarTV","#ifb",1,10,0.1
"KalengarTV","coming",1,10,0.1
"KalengarTV","https://t.co/vf2d46vftt",1,10,0.1
"KalengarTV","ign",1,10,0.1
"KalengarTV","lego",1,10,0.1
"KalengarTV","saga",1,10,0.1
"KalengarTV","skywalker",1,10,0.1
"KalengarTV","spring",1,10,0.1
"KalengarTV","star",1,10,0.1
"KalengarTV","wars",1,10,0.1
"kanadianbest","https://t.co/orjfazggf5",1,3,0.333333333333333
"kanadianbest","https://t.co/uxcaqpeemx",1,3,0.333333333333333
"kanadianbest","offer",1,3,0.333333333333333
"karazorlls","@ericjustasonsub",1,21,0.0476190476190476
"karazorlls","day",1,21,0.0476190476190476
"karazorlls","dropped",1,21,0.0476190476190476
"karazorlls","friday",1,21,0.0476190476190476
"karazorlls","imagine",1,21,0.0476190476190476
"karazorlls","midnight",1,21,0.0476190476190476
"karazorlls","release",1,21,0.0476190476190476
"karazorlls","released",1,21,0.0476190476190476
"karazorlls","s3",1,21,0.0476190476190476
"karazorlls","season",1,21,0.0476190476190476
"karazorlls","spring",1,21,0.0476190476190476
"KARLLOVECLUB","@sapnapalt",1,9,0.111111111111111
"KARLLOVECLUB","@sapnapprivate",1,9,0.111111111111111
"KARLLOVECLUB","build",1,9,0.111111111111111
"KARLLOVECLUB","lego",1,9,0.111111111111111
"KARLLOVECLUB","sapnap",1,9,0.111111111111111
"KARLLOVECLUB","set",1,9,0.111111111111111
"KARLLOVECLUB","star",1,9,0.111111111111111
"KARLLOVECLUB","stream",1,9,0.111111111111111
"KARLLOVECLUB","wars",1,9,0.111111111111111
"karolfiscus56","cnet",1,15,0.0666666666666667
"karolfiscus56","flash",1,15,0.0666666666666667
"karolfiscus56","harry",1,15,0.0666666666666667
"karolfiscus56","https://t.co/fnt8q9wzn1",1,15,0.0666666666666667
"karolfiscus56","https://t.co/pxcofcmjof,",1,15,0.0666666666666667
"karolfiscus56","lego",1,15,0.0666666666666667
"karolfiscus56","mario",1,15,0.0666666666666667
"karolfiscus56","potter",1,15,0.0666666666666667
"karolfiscus56","sale",1,15,0.0666666666666667
"karolfiscus56","sets",1,15,0.0666666666666667
"karolfiscus56","star",1,15,0.0666666666666667
"karolfiscus56","story",1,15,0.0666666666666667
"karolfiscus56","super",1,15,0.0666666666666667
"karolfiscus56","top",1,15,0.0666666666666667
"karolfiscus56","wars",1,15,0.0666666666666667
"KayTee15355740","bike",1,23,0.0434782608695652
"KayTee15355740","gtgtgtgt",1,23,0.0434782608695652
"KayTee15355740","gtgtgtgtgtgtfrom",1,23,0.0434782608695652
"KayTee15355740","https://t.co/cuxe9qvnph",1,23,0.0434782608695652
"KayTee15355740","https://t.co/egzke5vznp",1,23,0.0434782608695652
"KayTee15355740","minifigures",1,23,0.0434782608695652
"KayTee15355740","minifort",1,23,0.0434782608695652
"KayTee15355740","set",1,23,0.0434782608695652
"KayTee15355740","speeder",1,23,0.0434782608695652
"KazeYoTsutaete","https://t.co/ruaoqofc3e",1,5,0.2
"KazeYoTsutaete","lego",1,5,0.2
"KazeYoTsutaete","mvc2",1,5,0.2
"KazeYoTsutaete","star",1,5,0.2
"KazeYoTsutaete","wars",1,5,0.2
"kazzydoodah","daughter",1,15,0.0666666666666667
"kazzydoodah","girl",1,15,0.0666666666666667
"kazzydoodah","kinda",1,15,0.0666666666666667
"kazzydoodah","lost",1,15,0.0666666666666667
"kazzydoodah","playing",1,15,0.0666666666666667
"kbarfk01","@gamestop",1,20,0.05
"kbarfk01","@podcastnow15",1,20,0.05
"kbarfk01","@slcmof",1,20,0.05
"kbarfk01","date",1,20,0.05
"kbarfk01","gotham",1,20,0.05
"kbarfk01","knights",1,20,0.05
"kbarfk01","lol",1,20,0.05
"kbarfk01","release",1,20,0.05
"kbarfk01","watch",1,20,0.05
"kbarfk01","wb",1,20,0.05
"KbFuckin","lego",1,9,0.111111111111111
"KbFuckin","losing",1,9,0.111111111111111
"KbFuckin","person",1,9,0.111111111111111
"KbFuckin","priv",1,9,0.111111111111111
"KbFuckin","responsible",1,9,0.111111111111111
"KbFuckin","rn",1,9,0.111111111111111
"KbFuckin","star",1,9,0.111111111111111
"KbFuckin","trust",1,9,0.111111111111111
"KbFuckin","wars",1,9,0.111111111111111
"KDubsScholar","@ign",1,7,0.142857142857143
"KDubsScholar","lego",1,7,0.142857142857143
"KDubsScholar","sagaoh",1,7,0.142857142857143
"KDubsScholar","skywalker",1,7,0.142857142857143
"KDubsScholar","star",1,7,0.142857142857143
"KDubsScholar","wait",1,7,0.142857142857143
"KDubsScholar","wars",1,7,0.142857142857143
"Keigan37109507","c3po",1,24,0.0416666666666667
"Keigan37109507","found",1,24,0.0416666666666667
"Keigan37109507","guys",1,24,0.0416666666666667
"Keigan37109507","missed",1,24,0.0416666666666667
"Keigan37109507","saga",1,24,0.0416666666666667
"Keigan37109507","scene",1,24,0.0416666666666667
"Keigan37109507","screen",1,24,0.0416666666666667
"Keigan37109507","skywalker",1,24,0.0416666666666667
"Keigan37109507","trailer",1,24,0.0416666666666667
"Keigan37109507","wookie",1,24,0.0416666666666667
"KelziniFinalMix","awesome",1,28,0.0357142857142857
"KelziniFinalMix","baby",1,28,0.0357142857142857
"KelziniFinalMix","btw",1,28,0.0357142857142857
"KelziniFinalMix","cool",1,28,0.0357142857142857
"KelziniFinalMix","crashing",1,28,0.0357142857142857
"KelziniFinalMix","dumb",1,28,0.0357142857142857
"KelziniFinalMix","killer",1,28,0.0357142857142857
"KelziniFinalMix","lame",1,28,0.0357142857142857
"KelziniFinalMix","mad",1,28,0.0357142857142857
"KelziniFinalMix","moth",1,28,0.0357142857142857
"KelziniFinalMix","pc",1,28,0.0357142857142857
"KelziniFinalMix","play",1,28,0.0357142857142857
"KelziniFinalMix","shit",1,28,0.0357142857142857
"KelziniFinalMix","villains",1,28,0.0357142857142857
"KenoAlek","@virdidiana",1,7,0.142857142857143
"KenoAlek","anti",1,7,0.142857142857143
"KenoAlek","cheat",1,7,0.142857142857143
"KenoAlek","cod",1,7,0.142857142857143
"KenoAlek","lego",1,7,0.142857142857143
"KenoAlek","star",1,7,0.142857142857143
"KenoAlek","wars",1,7,0.142857142857143
"KevinBland","apple",1,9,0.111111111111111
"KevinBland","arcade",1,9,0.111111111111111
"KevinBland","exclusive",1,9,0.111111111111111
"KevinBland","game",1,9,0.111111111111111
"KevinBland","https://t.co/bamiltxutc",1,9,0.111111111111111
"KevinBland","https://t.co/pywnmdtdlu",1,9,0.111111111111111
"KevinBland","lego",1,9,0.111111111111111
"KevinBland","star",1,9,0.111111111111111
"KevinBland","wars",1,9,0.111111111111111
"Kevindots0n69","enthusiast",1,6,0.166666666666667
"Kevindots0n69","https://t.co/aqcwmvvual",1,6,0.166666666666667
"Kevindots0n69","lego",1,6,0.166666666666667
"Kevindots0n69","star",1,6,0.166666666666667
"Kevindots0n69","wars",1,6,0.166666666666667
"Kevindots0n69","weakest",1,6,0.166666666666667
"KevinElevinguy","awesome",1,14,0.0714285714285714
"KevinElevinguy","company",1,14,0.0714285714285714
"KevinElevinguy","creations",1,14,0.0714285714285714
"KevinElevinguy","fun",1,14,0.0714285714285714
"KevinElevinguy","helped",1,14,0.0714285714285714
"KevinElevinguy","lego",1,14,0.0714285714285714
"KevinElevinguy","ninjago",1,14,0.0714285714285714
"KevinElevinguy","obsessed",1,14,0.0714285714285714
"KevinElevinguy","reason",1,14,0.0714285714285714
"KevinElevinguy","series",1,14,0.0714285714285714
"KevinElevinguy","sort",1,14,0.0714285714285714
"KevinElevinguy","star",1,14,0.0714285714285714
"KevinElevinguy","surround",1,14,0.0714285714285714
"KevinElevinguy","wars",1,14,0.0714285714285714
"KevinNewburn","@pawpaw72546",1,12,0.0833333333333333
"KevinNewburn","@selectivesnake",1,12,0.0833333333333333
"KevinNewburn","advent",1,12,0.0833333333333333
"KevinNewburn","calendars",1,12,0.0833333333333333
"KevinNewburn","december",1,12,0.0833333333333333
"KevinNewburn","kids",1,12,0.0833333333333333
"KevinNewburn","lego",1,12,0.0833333333333333
"KevinNewburn","september",1,12,0.0833333333333333
"KevinNewburn","sold",1,12,0.0833333333333333
"KevinNewburn","star",1,12,0.0833333333333333
"KevinNewburn","wait",1,12,0.0833333333333333
"KevinNewburn","wars",1,12,0.0833333333333333
"kevinthrasher","apple",1,8,0.125
"kevinthrasher","arcade",1,8,0.125
"kevinthrasher","battles",1,8,0.125
"kevinthrasher","coming",1,8,0.125
"kevinthrasher","https://t.co/rleolxym9m",1,8,0.125
"kevinthrasher","lego",1,8,0.125
"kevinthrasher","star",1,8,0.125
"kevinthrasher","wars",1,8,0.125
"kiagsmedia","apple",1,8,0.125
"kiagsmedia","arcade",1,8,0.125
"kiagsmedia","exclusive",1,8,0.125
"kiagsmedia","game",1,8,0.125
"kiagsmedia","https://t.co/rkslilbag3",1,8,0.125
"kiagsmedia","lego",1,8,0.125
"kiagsmedia","star",1,8,0.125
"kiagsmedia","wars",1,8,0.125
"KidWithDog","@soupyhcs",1,7,0.142857142857143
"KidWithDog","lego",1,7,0.142857142857143
"KidWithDog","saga",1,7,0.142857142857143
"KidWithDog","sky",1,7,0.142857142857143
"KidWithDog","star",1,7,0.142857142857143
"KidWithDog","walker",1,7,0.142857142857143
"KidWithDog","wars",1,7,0.142857142857143
"KieranDavidBurt","#legostarwars",1,7,0.142857142857143
"KieranDavidBurt","#skywalkersaga",1,7,0.142857142857143
"KieranDavidBurt","https://t.co/jih9lwlqld",1,7,0.142857142857143
"KieranDavidBurt","moments",1,7,0.142857142857143
"KieranDavidBurt","read",1,7,0.142857142857143
"KieranDavidBurt","top",1,7,0.142857142857143
"KieranDavidBurt","trailer",1,7,0.142857142857143
"kiing_bloodpooI","@yamimystic",1,10,0.1
"kiing_bloodpooI","announced",1,10,0.1
"kiing_bloodpooI","anticipated",1,10,0.1
"kiing_bloodpooI","lego",1,10,0.1
"kiing_bloodpooI","recently",1,10,0.1
"kiing_bloodpooI","star",1,10,0.1
"kiing_bloodpooI","system",1,10,0.1
"kiing_bloodpooI","wars",1,10,0.1
"KillThePast_","elaborate",1,17,0.0588235294117647
"KillThePast_","finished",1,17,0.0588235294117647
"KillThePast_","game",1,17,0.0588235294117647
"KillThePast_","gtbuy",1,17,0.0588235294117647
"KillThePast_","gtdo",1,17,0.0588235294117647
"KillThePast_","gtonly",1,17,0.0588235294117647
"KillThePast_","gtsay",1,17,0.0588235294117647
"KillThePast_","https://t.co/ruoxebwlvf",1,17,0.0588235294117647
"KillThePast_","lego",1,17,0.0588235294117647
"KillThePast_","original",1,17,0.0588235294117647
"KillThePast_","play",1,17,0.0588235294117647
"KillThePast_","prequels",1,17,0.0588235294117647
"KillThePast_","saga",1,17,0.0588235294117647
"KillThePast_","skywalker",1,17,0.0588235294117647
"KillThePast_","star",1,17,0.0588235294117647
"KillThePast_","trilogy",1,17,0.0588235294117647
"KillThePast_","wars",1,17,0.0588235294117647
"KineticBlackout","@auxgod",1,9,0.111111111111111
"KineticBlackout","@twittermoments",1,9,0.111111111111111
"KineticBlackout","colossus",1,9,0.111111111111111
"KineticBlackout","games",1,9,0.111111111111111
"KineticBlackout","lego",1,9,0.111111111111111
"KineticBlackout","literally",1,9,0.111111111111111
"KineticBlackout","shadow",1,9,0.111111111111111
"KineticBlackout","star",1,9,0.111111111111111
"KineticBlackout","wars",1,9,0.111111111111111
"KingOfTheSquill","bruhhh",1,13,0.0769230769230769
"KingOfTheSquill","delayed",1,13,0.0769230769230769
"KingOfTheSquill","lacking",1,13,0.0769230769230769
"KingOfTheSquill","library",1,13,0.0769230769230769
"KingOfTheSquill","mad",1,13,0.0769230769230769
"KingOfTheSquill","spring",1,13,0.0769230769230769
"KingOfTheSquill","switch",1,13,0.0769230769230769
"Kitsunenokuro","appeal",1,18,0.0555555555555556
"Kitsunenokuro","building",1,18,0.0555555555555556
"Kitsunenokuro","creations",1,18,0.0555555555555556
"Kitsunenokuro","eventually",1,18,0.0555555555555556
"Kitsunenokuro","favourite",1,18,0.0555555555555556
"Kitsunenokuro","grew",1,18,0.0555555555555556
"Kitsunenokuro","introduced",1,18,0.0555555555555556
"Kitsunenokuro","lego",1,18,0.0555555555555556
"Kitsunenokuro","lost",1,18,0.0555555555555556
"Kitsunenokuro","loved",1,18,0.0555555555555556
"Kitsunenokuro","planned",1,18,0.0555555555555556
"Kitsunenokuro","playing",1,18,0.0555555555555556
"Kitsunenokuro","ps2",1,18,0.0555555555555556
"Kitsunenokuro","star",1,18,0.0555555555555556
"Kitsunenokuro","video",1,18,0.0555555555555556
"Kitsunenokuro","wars",1,18,0.0555555555555556
"kittatro","@alekuso",1,15,0.0666666666666667
"kittatro","budget",1,15,0.0666666666666667
"kittatro","build",1,15,0.0666666666666667
"kittatro","building",1,15,0.0666666666666667
"kittatro","cheaper",1,15,0.0666666666666667
"kittatro","custom",1,15,0.0666666666666667
"kittatro","love",1,15,0.0666666666666667
"kittatro","multiple",1,15,0.0666666666666667
"kittatro","ships",1,15,0.0666666666666667
"kittatro","star",1,15,0.0666666666666667
"kittatro","wars",1,15,0.0666666666666667
"kittie_is_baby","@ayylostinhentai",1,11,0.0909090909090909
"kittie_is_baby","gotta",1,11,0.0909090909090909
"kittie_is_baby","honestly",1,11,0.0909090909090909
"kittie_is_baby","lego",1,11,0.0909090909090909
"kittie_is_baby","lmao",1,11,0.0909090909090909
"kittie_is_baby","rlly",1,11,0.0909090909090909
"kittie_is_baby","rough",1,11,0.0909090909090909
"kittie_is_baby","save",1,11,0.0909090909090909
"kittie_is_baby","shit",1,11,0.0909090909090909
"kittie_is_baby","star",1,11,0.0909090909090909
"kittie_is_baby","wars",1,11,0.0909090909090909
"Knuckle_HeadTV","biggest",1,13,0.0769230769230769
"Knuckle_HeadTV","dexs",1,13,0.0769230769230769
"Knuckle_HeadTV","diner",1,13,0.0769230769230769
"Knuckle_HeadTV","game",1,13,0.0769230769230769
"Knuckle_HeadTV","games",1,13,0.0769230769230769
"Knuckle_HeadTV","haha",1,13,0.0769230769230769
"Knuckle_HeadTV","hope",1,13,0.0769230769230769
"Knuckle_HeadTV","joke",1,13,0.0769230769230769
"Knuckle_HeadTV","kid",1,13,0.0769230769230769
"Knuckle_HeadTV","lego",1,13,0.0769230769230769
"Knuckle_HeadTV","played",1,13,0.0769230769230769
"Knuckle_HeadTV","star",1,13,0.0769230769230769
"Knuckle_HeadTV","wars",1,13,0.0769230769230769
"kodisnap","@tjphatty",1,14,0.0714285714285714
"kodisnap","btw",1,14,0.0714285714285714
"kodisnap","grass",1,14,0.0714285714285714
"kodisnap","hours",1,14,0.0714285714285714
"kodisnap","https://t.co/kqhus8ktgq",1,14,0.0714285714285714
"kodisnap","lego",1,14,0.0714285714285714
"kodisnap","lives",1,14,0.0714285714285714
"kodisnap","losing",1,14,0.0714285714285714
"kodisnap","record",1,14,0.0714285714285714
"kodisnap","speedrun",1,14,0.0714285714285714
"kodisnap","star",1,14,0.0714285714285714
"kodisnap","touching",1,14,0.0714285714285714
"kodisnap","wars",1,14,0.0714285714285714
"kodisnap","world",1,14,0.0714285714285714
"korrayonce","comin",1,7,0.142857142857143
"korrayonce","devour",1,7,0.142857142857143
"korrayonce","lego",1,7,0.142857142857143
"korrayonce","saga",1,7,0.142857142857143
"korrayonce","skywalker",1,7,0.142857142857143
"korrayonce","star",1,7,0.142857142857143
"korrayonce","wars",1,7,0.142857142857143
"koteseeker","dictionary",1,8,0.125
"koteseeker","https://t.co/6znssnw2ky",1,8,0.125
"koteseeker","lego",1,8,0.125
"koteseeker","pull",1,8,0.125
"koteseeker","star",1,8,0.125
"koteseeker","time",1,8,0.125
"koteseeker","visual",1,8,0.125
"koteseeker","wars",1,8,0.125
"kothuboy21","games",1,21,0.0476190476190476
"kothuboy21","gotham",1,21,0.0476190476190476
"kothuboy21","guessing",1,21,0.0476190476190476
"kothuboy21","hogwarts",1,21,0.0476190476190476
"kothuboy21","knights",1,21,0.0476190476190476
"kothuboy21","lego",1,21,0.0476190476190476
"kothuboy21","marvel",1,21,0.0476190476190476
"kothuboy21","packed",1,21,0.0476190476190476
"kothuboy21","people",1,21,0.0476190476190476
"kothuboy21","schedule",1,21,0.0476190476190476
"kothuboy21","squad",1,21,0.0476190476190476
"kothuboy21","star",1,21,0.0476190476190476
"kothuboy21","suicide",1,21,0.0476190476190476
"kothuboy21","wars",1,21,0.0476190476190476
"kothuboy21","wb",1,21,0.0476190476190476
"KowalskiDylan","#shorts",1,11,0.0909090909090909
"KowalskiDylan","amp",1,11,0.0909090909090909
"KowalskiDylan","build",1,11,0.0909090909090909
"KowalskiDylan","falcon",1,11,0.0909090909090909
"KowalskiDylan","https://t.co/q5wjq6kmnc",1,11,0.0909090909090909
"KowalskiDylan","lego",1,11,0.0909090909090909
"KowalskiDylan","microfighter",1,11,0.0909090909090909
"KowalskiDylan","millennium",1,11,0.0909090909090909
"KowalskiDylan","star",1,11,0.0909090909090909
"KowalskiDylan","unboxing",1,11,0.0909090909090909
"KowalskiDylan","wars",1,11,0.0909090909090909
"KradMosh","@theastroidmech",1,8,0.125
"KradMosh","comments",1,8,0.125
"KradMosh","guy",1,8,0.125
"KradMosh","lego",1,8,0.125
"KradMosh","lol",1,8,0.125
"KradMosh","star",1,8,0.125
"KradMosh","vids",1,8,0.125
"KradMosh","wars",1,8,0.125
"KrisTopherChaJn","buying",1,10,0.1
"KrisTopherChaJn","forget",1,10,0.1
"KrisTopherChaJn","gilr",1,10,0.1
"KrisTopherChaJn","girlfriend",1,10,0.1
"KrisTopherChaJn","incident",1,10,0.1
"KrisTopherChaJn","lego",1,10,0.1
"KrisTopherChaJn","mom",1,10,0.1
"KrisTopherChaJn","star",1,10,0.1
"KrisTopherChaJn","talk",1,10,0.1
"KrisTopherChaJn","wars",1,10,0.1
"KristophParker","@fazeadapt",1,11,0.0909090909090909
"KristophParker","budget",1,11,0.0909090909090909
"KristophParker","buy",1,11,0.0909090909090909
"KristophParker","destroyer",1,11,0.0909090909090909
"KristophParker","imperial",1,11,0.0909090909090909
"KristophParker","lego",1,11,0.0909090909090909
"KristophParker","ucs",1,11,0.0909090909090909
"KristophParker","wanna",1,11,0.0909090909090909
"KristophParker","wars",1,11,0.0909090909090909
"Kster91","busy",1,9,0.111111111111111
"Kster91","damn",1,9,0.111111111111111
"Kster91","dev",1,9,0.111111111111111
"Kster91","https://t.co/0xuzlvjakr",1,9,0.111111111111111
"Kster91","lego",1,9,0.111111111111111
"Kster91","silent",1,9,0.111111111111111
"Kster91","star",1,9,0.111111111111111
"Kster91","team",1,9,0.111111111111111
"Kster91","wars",1,9,0.111111111111111
"KTD_ODA","@yunusvsthewrld",1,7,0.142857142857143
"KTD_ODA","bro",1,7,0.142857142857143
"KTD_ODA","buy",1,7,0.142857142857143
"KTD_ODA","game",1,7,0.142857142857143
"KTD_ODA","lego",1,7,0.142857142857143
"KTD_ODA","star",1,7,0.142857142857143
"KTD_ODA","wars",1,7,0.142857142857143
"KyleO58088433","@hossplayz",1,16,0.0625
"KyleO58088433","@legostarwarss2",1,16,0.0625
"KyleO58088433","arrest",1,16,0.0625
"KyleO58088433","battle",1,16,0.0625
"KyleO58088433","boss",1,16,0.0625
"KyleO58088433","game",1,16,0.0625
"KyleO58088433","giving",1,16,0.0625
"KyleO58088433","highly",1,16,0.0625
"KyleO58088433","lego",1,16,0.0625
"KyleO58088433","levels",1,16,0.0625
"KyleO58088433","majority",1,16,0.0625
"KyleO58088433","palpatines",1,16,0.0625
"KyleO58088433","sidious",1,16,0.0625
"KyleO58088433","star",1,16,0.0625
"KyleO58088433","wars",1,16,0.0625
"KyleO58088433","yoda",1,16,0.0625
"KYTechnado","apple",1,8,0.125
"KYTechnado","arcade",1,8,0.125
"KYTechnado","exclusive",1,8,0.125
"KYTechnado","game",1,8,0.125
"KYTechnado","https://t.co/3bp2gft0wq",1,8,0.125
"KYTechnado","lego",1,8,0.125
"KYTechnado","star",1,8,0.125
"KYTechnado","wars",1,8,0.125
"lafpxl","demo",1,7,0.142857142857143
"lafpxl","game",1,7,0.142857142857143
"lafpxl","gameplay",1,7,0.142857142857143
"lafpxl","lego",1,7,0.142857142857143
"lafpxl","star",1,7,0.142857142857143
"lafpxl","wanna",1,7,0.142857142857143
"lafpxl","wars",1,7,0.142857142857143
