"screen_name","word","n","total","freq"
"LameMoZ","amazing",1,26,0.0384615384615385
"LameMoZ","elder",1,26,0.0384615384615385
"LameMoZ","extraction",1,26,0.0384615384615385
"LameMoZ","forbidden",1,26,0.0384615384615385
"LameMoZ","forsaken",1,26,0.0384615384615385
"LameMoZ","gaming",1,26,0.0384615384615385
"LameMoZ","gotham",1,26,0.0384615384615385
"LameMoZ","gow2",1,26,0.0384615384615385
"LameMoZ","hogwarts",1,26,0.0384615384615385
"LameMoZ","hope",1,26,0.0384615384615385
"LameMoZ","horizon",1,26,0.0384615384615385
"LameMoZ","https://t.co/adhblry1wr",1,26,0.0384615384615385
"LameMoZ","industry",1,26,0.0384615384615385
"LameMoZ","lego",1,26,0.0384615384615385
"LameMoZ","nights",1,26,0.0384615384615385
"LameMoZ","r6",1,26,0.0384615384615385
"LameMoZ","ring",1,26,0.0384615384615385
"LameMoZ","row",1,26,0.0384615384615385
"LameMoZ","rpg",1,26,0.0384615384615385
"LameMoZ","saints",1,26,0.0384615384615385
"LameMoZ","star",1,26,0.0384615384615385
"LameMoZ","starfield",1,26,0.0384615384615385
"LameMoZ","stray",1,26,0.0384615384615385
"LameMoZ","wars",1,26,0.0384615384615385
"LameMoZ","west",1,26,0.0384615384615385
"LameMoZ","world",1,26,0.0384615384615385
"LankyApollo","@razzatazzjass",1,14,0.0714285714285714
"LankyApollo","absolutely",1,14,0.0714285714285714
"LankyApollo","agree",1,14,0.0714285714285714
"LankyApollo","childhood",1,14,0.0714285714285714
"LankyApollo","china",1,14,0.0714285714285714
"LankyApollo","consumption",1,14,0.0714285714285714
"LankyApollo","development",1,14,0.0714285714285714
"LankyApollo","essential",1,14,0.0714285714285714
"LankyApollo","game",1,14,0.0714285714285714
"LankyApollo","lego",1,14,0.0714285714285714
"LankyApollo","limiting",1,14,0.0714285714285714
"LankyApollo","star",1,14,0.0714285714285714
"LankyApollo","video",1,14,0.0714285714285714
"LankyApollo","wars",1,14,0.0714285714285714
"laughing_place","#lego",1,19,0.0526315789473684
"laughing_place","apple",1,19,0.0526315789473684
"laughing_place","arcade",1,19,0.0526315789473684
"laughing_place","bringing",1,19,0.0526315789473684
"laughing_place","characters",1,19,0.0526315789473684
"laughing_place","coming",1,19,0.0526315789473684
"laughing_place","featuring",1,19,0.0526315789473684
"laughing_place","https://t.co/cjf8xhfdbt",1,19,0.0526315789473684
"laughing_place","https://t.co/im9u1fvylw",1,19,0.0526315789473684
"laughing_place","lego",1,19,0.0526315789473684
"laughing_place","multiplayer",1,19,0.0526315789473684
"laughing_place","pvp",1,19,0.0526315789473684
"laughing_place","vehicles",1,19,0.0526315789473684
"Laura_Ashling","80s",1,11,0.0909090909090909
"Laura_Ashling","abroad",1,11,0.0909090909090909
"Laura_Ashling","https://t.co/5ghs00puln",1,11,0.0909090909090909
"Laura_Ashling","lego",1,11,0.0909090909090909
"Laura_Ashling","lost",1,11,0.0909090909090909
"Laura_Ashling","moved",1,11,0.0909090909090909
"Laura_Ashling","set",1,11,0.0909090909090909
"Laura_Ashling","star",1,11,0.0909090909090909
"Laura_Ashling","uncles",1,11,0.0909090909090909
"Laura_Ashling","wars",1,11,0.0909090909090909
"Laura_Ashling","yeah",1,11,0.0909090909090909
"lauralaura27","@lysaupham",1,12,0.0833333333333333
"lauralaura27","activities",1,12,0.0833333333333333
"lauralaura27","added",1,12,0.0833333333333333
"lauralaura27","bringing",1,12,0.0833333333333333
"lauralaura27","conquers",1,12,0.0833333333333333
"lauralaura27","discontinued",1,12,0.0833333333333333
"lauralaura27","including",1,12,0.0833333333333333
"lauralaura27","lego",1,12,0.0833333333333333
"lauralaura27","santa",1,12,0.0833333333333333
"lauralaura27","star",1,12,0.0833333333333333
"lauralaura27","wars",1,12,0.0833333333333333
"lauralaura27","world",1,12,0.0833333333333333
"laurynchrp","@razerfrance",1,10,0.1
"laurynchrp","de",1,10,0.1
"laurynchrp","galaxie",1,10,0.1
"laurynchrp","gardiens",1,10,0.1
"laurynchrp","la",1,10,0.1
"laurynchrp","lego",1,10,0.1
"laurynchrp","life",1,10,0.1
"laurynchrp","star",1,10,0.1
"laurynchrp","strange",1,10,0.1
"laurynchrp","wars",1,10,0.1
"Layilith","https://t.co/8asno0lj6u",1,19,0.0526315789473684
"Layilith","jedi",1,19,0.0526315789473684
"Layilith","starfighter",1,19,0.0526315789473684
"lazvstheworld","@samkitty444",1,10,0.1
"lazvstheworld","complete",1,10,0.1
"lazvstheworld","games",1,10,0.1
"lazvstheworld","lego",1,10,0.1
"lazvstheworld","oat",1,10,0.1
"lazvstheworld","saga",1,10,0.1
"lazvstheworld","star",1,10,0.1
"lazvstheworld","top",1,10,0.1
"lazvstheworld","video",1,10,0.1
"lazvstheworld","wars",1,10,0.1
"ldiotdyke","battlefront",1,10,0.1
"ldiotdyke","guitar",1,10,0.1
"ldiotdyke","hero",1,10,0.1
"ldiotdyke","https://t.co/gutpgfgs15",1,10,0.1
"ldiotdyke","lego",1,10,0.1
"ldiotdyke","question",1,10,0.1
"Lefishman1","@dailymaskedcast",1,9,0.111111111111111
"Lefishman1","dude",1,9,0.111111111111111
"Lefishman1","everytime",1,9,0.111111111111111
"Lefishman1","lego",1,9,0.111111111111111
"Lefishman1","legolas",1,9,0.111111111111111
"Lefishman1","nicholas",1,9,0.111111111111111
"Lefishman1","star",1,9,0.111111111111111
"Lefishman1","understood",1,9,0.111111111111111
"Lefishman1","wars",1,9,0.111111111111111
"LegerGiasson","@anwylljames",1,28,0.0357142857142857
"LegerGiasson","@boonis",1,28,0.0357142857142857
"LegerGiasson","@chrisrumseyy",1,28,0.0357142857142857
"LegerGiasson","@holtandy",1,28,0.0357142857142857
"LegerGiasson","@lewisblythearts",1,28,0.0357142857142857
"LegerGiasson","@shakainc",1,28,0.0357142857142857
"LegerGiasson","@sharpysharps",1,28,0.0357142857142857
"LegerGiasson","@thattheretim",1,28,0.0357142857142857
"LegerGiasson","anakin",1,28,0.0357142857142857
"LegerGiasson","day",1,28,0.0357142857142857
"LegerGiasson","fanmade",1,28,0.0357142857142857
"LegerGiasson","games",1,28,0.0357142857142857
"LegerGiasson","https://t.co/cueotpqlw7",1,28,0.0357142857142857
"LegerGiasson","poster",1,28,0.0357142857142857
"LegerGiasson","tt",1,28,0.0357142857142857
"Lego_enthusiast","150pm",1,222,0.0045045045045045
"Lego_enthusiast","214am",1,222,0.0045045045045045
"Lego_enthusiast","28th",1,222,0.0045045045045045
"Lego_enthusiast","316am",1,222,0.0045045045045045
"Lego_enthusiast","352am",1,222,0.0045045045045045
"Lego_enthusiast","3rd",1,222,0.0045045045045045
"Lego_enthusiast","6th",1,222,0.0045045045045045
"Lego_enthusiast","800pm",1,222,0.0045045045045045
"Lego_enthusiast","betrayal",1,222,0.0045045045045045
"Lego_enthusiast","bundle",1,222,0.0045045045045045
"Lego_enthusiast","check",1,222,0.0045045045045045
"Lego_enthusiast","city",1,222,0.0045045045045045
"Lego_enthusiast","clone",1,222,0.0045045045045045
"Lego_enthusiast","cloud",1,222,0.0045045045045045
"Lego_enthusiast","droids",1,222,0.0045045045045045
"Lego_enthusiast","ewok",1,222,0.0045045045045045
"Lego_enthusiast","figures",1,222,0.0045045045045045
"Lego_enthusiast","fri",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/05z5obhm0e",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/6fwpo6q6cj",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/79efrq0otx",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/agxdz2pxea",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/aql8epcufj",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/d7khex4kkv",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/duv6vea4pw",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/h7eqxpbcfw",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/kl2icdpfqd",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/lnb7gayoff",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/rhxk47pmsz",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/squajrlicd",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/ufkdfmope0",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/vqihpv8sz1",1,222,0.0045045045045045
"Lego_enthusiast","https://t.co/yzm8kx7si9",1,222,0.0045045045045045
"Lego_enthusiast","job",1,222,0.0045045045045045
"Lego_enthusiast","legos",1,222,0.0045045045045045
"Lego_enthusiast","mini",1,222,0.0045045045045045
"Lego_enthusiast","photos",1,222,0.0045045045045045
"Lego_enthusiast","sat",1,222,0.0045045045045045
"Lego_enthusiast","sealed",1,222,0.0045045045045045
"Lego_enthusiast","set",1,222,0.0045045045045045
"Lego_enthusiast","village",1,222,0.0045045045045045
"Lego_enthusiast","weapons",1,222,0.0045045045045045
"legobrickvideos","death",1,62,0.0161290322580645
"legobrickvideos","gunship",1,62,0.0161290322580645
"legobrickvideos","https://t.co/auw2ktsysf",1,62,0.0161290322580645
"legobrickvideos","https://t.co/gqfp1vypoh",1,62,0.0161290322580645
"legobrickvideos","https://t.co/h9smtdoqyp",1,62,0.0161290322580645
"legobrickvideos","https://t.co/jgp6opxyfa",1,62,0.0161290322580645
"legobrickvideos","https://t.co/phkqvjk7ex",1,62,0.0161290322580645
"legobrickvideos","https://t.co/tjs38tjuio",1,62,0.0161290322580645
"legobrickvideos","https://t.co/ul1frvbaox",1,62,0.0161290322580645
"legobrickvideos","https://t.co/xapiaml5tb",1,62,0.0161290322580645
"legobrickvideos","republic",1,62,0.0161290322580645
"legobrickvideos","snowspeeder",1,62,0.0161290322580645
"legobrickvideos","troopers",1,62,0.0161290322580645
"LegoCreativity","august",1,11,0.0909090909090909
"LegoCreativity","deal",1,11,0.0909090909090909
"LegoCreativity","falcon",1,11,0.0909090909090909
"LegoCreativity","https://t.co/qa4axydwre",1,11,0.0909090909090909
"LegoCreativity","lego",1,11,0.0909090909090909
"LegoCreativity","millennium",1,11,0.0909090909090909
"LegoCreativity","star",1,11,0.0909090909090909
"LegoCreativity","ucs",1,11,0.0909090909090909
"LegoCreativity","updated",1,11,0.0909090909090909
"LegoCreativity","wars",1,11,0.0909090909090909
"LegoCreativity","zavvi",1,11,0.0909090909090909
"LegoDealsUK","⬇️lego",1,35,0.0285714285714286
"LegoDealsUK","📉lego",1,35,0.0285714285714286
"LegoDealsUK","architecture",1,35,0.0285714285714286
"LegoDealsUK","birthday",1,35,0.0285714285714286
"LegoDealsUK","drops",1,35,0.0285714285714286
"LegoDealsUK","hard",1,35,0.0285714285714286
"LegoDealsUK","helmet",1,35,0.0285714285714286
"LegoDealsUK","house",1,35,0.0285714285714286
"LegoDealsUK","https://t.co/5nwakzskdb",1,35,0.0285714285714286
"LegoDealsUK","https://t.co/cf6ekyemjj",1,35,0.0285714285714286
"LegoDealsUK","https://t.co/dmlikdbefw",1,35,0.0285714285714286
"LegoDealsUK","https://t.co/fndbum1pnf",1,35,0.0285714285714286
"LegoDealsUK","https://t.co/xrvivnkbxd",1,35,0.0285714285714286
"LegoDealsUK","price",1,35,0.0285714285714286
"LegoDealsUK","r2d2",1,35,0.0285714285714286
"LegoDealsUK","release",1,35,0.0285714285714286
"LegoDealsUK","scout",1,35,0.0285714285714286
"LegoDealsUK","selected",1,35,0.0285714285714286
"LegoDealsUK","sets",1,35,0.0285714285714286
"LegoDealsUK","trooper",1,35,0.0285714285714286
"LegoDealsUK","white",1,35,0.0285714285714286
"legofac","@amazingmgr",1,90,0.0111111111111111
"legofac","@brodyfoxx",1,90,0.0111111111111111
"legofac","@factcontext",1,90,0.0111111111111111
"legofac","@nintendofac",1,90,0.0111111111111111
"legofac","@petauk",1,90,0.0111111111111111
"legofac","@unovafact",1,90,0.0111111111111111
"legofac","awesome",1,90,0.0111111111111111
"legofac","beautiful",1,90,0.0111111111111111
"legofac","bottoms",1,90,0.0111111111111111
"legofac","buy",1,90,0.0111111111111111
"legofac","challenge",1,90,0.0111111111111111
"legofac","clone",1,90,0.0111111111111111
"legofac","company",1,90,0.0111111111111111
"legofac","competitive",1,90,0.0111111111111111
"legofac","copy",1,90,0.0111111111111111
"legofac","droid",1,90,0.0111111111111111
"legofac","droidwho",1,90,0.0111111111111111
"legofac","factcontext",1,90,0.0111111111111111
"legofac","funny",1,90,0.0111111111111111
"legofac","games",1,90,0.0111111111111111
"legofac","gay",1,90,0.0111111111111111
"legofac","hey",1,90,0.0111111111111111
"legofac","hot",1,90,0.0111111111111111
"legofac","https://t.co/pa5jnayroq",1,90,0.0111111111111111
"legofac","instantly",1,90,0.0111111111111111
"legofac","loser",1,90,0.0111111111111111
"legofac","mama",1,90,0.0111111111111111
"legofac","ninja",1,90,0.0111111111111111
"legofac","ooc",1,90,0.0111111111111111
"legofac","previously",1,90,0.0111111111111111
"legofac","retweeted",1,90,0.0111111111111111
"legofac","single",1,90,0.0111111111111111
"legofac","tops",1,90,0.0111111111111111
"legofac","tt",1,90,0.0111111111111111
"legofac","tweetwhich",1,90,0.0111111111111111
"legofac","video",1,90,0.0111111111111111
"legofac","winner",1,90,0.0111111111111111
"legofac","yeah",1,90,0.0111111111111111
"legofac","yo",1,90,0.0111111111111111
"LEGOGameMuseum","@ccero95257539",1,6,0.166666666666667
"LEGOGameMuseum","causing",1,6,0.166666666666667
"LEGOGameMuseum","confusion",1,6,0.166666666666667
"LEGOGameMuseum","https://t.co/8kjivdjgzs",1,6,0.166666666666667
"LEGOGameMuseum","https://t.co/yfxlwve7my",1,6,0.166666666666667
"LEGOGameMuseum","listings",1,6,0.166666666666667
"LegoGamesNews","@ttgames",1,6,0.166666666666667
"LegoGamesNews","#legostarwarsbattles",1,6,0.166666666666667
"LegoGamesNews","bought",1,6,0.166666666666667
"LegoGamesNews","dead",1,6,0.166666666666667
"LegoGamesNews","https://t.co/lb4daaht4j",1,6,0.166666666666667
"LegoGamesNews","https://t.co/s1bjdt1v5y",1,6,0.166666666666667
"LEGOStarWarsS2","@diogoantnioris2",1,622,0.00160771704180064
"LEGOStarWarsS2","@dossarynot",1,622,0.00160771704180064
"LEGOStarWarsS2","@justxavier2004",1,622,0.00160771704180064
"LEGOStarWarsS2","@kalebhanson0104",1,622,0.00160771704180064
"LEGOStarWarsS2","@klingelmann1",1,622,0.00160771704180064
"LEGOStarWarsS2","@kyleo58088433",1,622,0.00160771704180064
"LEGOStarWarsS2","@legogamesnews",1,622,0.00160771704180064
"LEGOStarWarsS2","@legotssnewsii",1,622,0.00160771704180064
"LEGOStarWarsS2","@shakainc",1,622,0.00160771704180064
"LEGOStarWarsS2","@theastroidmech",1,622,0.00160771704180064
"LEGOStarWarsS2","@ttgames",1,622,0.00160771704180064
"LEGOStarWarsS2","account",1,622,0.00160771704180064
"LEGOStarWarsS2","adventure",1,622,0.00160771704180064
"LEGOStarWarsS2","advisorthis",1,622,0.00160771704180064
"LEGOStarWarsS2","aim",1,622,0.00160771704180064
"LEGOStarWarsS2","argue",1,622,0.00160771704180064
"LEGOStarWarsS2","articles",1,622,0.00160771704180064
"LEGOStarWarsS2","bad",1,622,0.00160771704180064
"LEGOStarWarsS2","bait",1,622,0.00160771704180064
"LEGOStarWarsS2","based",1,622,0.00160771704180064
"LEGOStarWarsS2","battle",1,622,0.00160771704180064
"LEGOStarWarsS2","beating",1,622,0.00160771704180064
"LEGOStarWarsS2","blow",1,622,0.00160771704180064
"LEGOStarWarsS2","body",1,622,0.00160771704180064
"LEGOStarWarsS2","bought",1,622,0.00160771704180064
"LEGOStarWarsS2","brand",1,622,0.00160771704180064
"LEGOStarWarsS2","break",1,622,0.00160771704180064
"LEGOStarWarsS2","breaks",1,622,0.00160771704180064
"LEGOStarWarsS2","brick",1,622,0.00160771704180064
"LEGOStarWarsS2","bricks",1,622,0.00160771704180064
"LEGOStarWarsS2","c3po",1,622,0.00160771704180064
"LEGOStarWarsS2","captures",1,622,0.00160771704180064
"LEGOStarWarsS2","care",1,622,0.00160771704180064
"LEGOStarWarsS2","celebration",1,622,0.00160771704180064
"LEGOStarWarsS2","character",1,622,0.00160771704180064
"LEGOStarWarsS2","click",1,622,0.00160771704180064
"LEGOStarWarsS2","colors",1,622,0.00160771704180064
"LEGOStarWarsS2","combat",1,622,0.00160771704180064
"LEGOStarWarsS2","compared",1,622,0.00160771704180064
"LEGOStarWarsS2","contact",1,622,0.00160771704180064
"LEGOStarWarsS2","content",1,622,0.00160771704180064
"LEGOStarWarsS2","counted",1,622,0.00160771704180064
"LEGOStarWarsS2","crafted",1,622,0.00160771704180064
"LEGOStarWarsS2","create",1,622,0.00160771704180064
"LEGOStarWarsS2","created",1,622,0.00160771704180064
"LEGOStarWarsS2","customized",1,622,0.00160771704180064
"LEGOStarWarsS2","data",1,622,0.00160771704180064
"LEGOStarWarsS2","day",1,622,0.00160771704180064
"LEGOStarWarsS2","dedicated",1,622,0.00160771704180064
"LEGOStarWarsS2","deserves",1,622,0.00160771704180064
"LEGOStarWarsS2","detail",1,622,0.00160771704180064
"LEGOStarWarsS2","details",1,622,0.00160771704180064
"LEGOStarWarsS2","developer",1,622,0.00160771704180064
"LEGOStarWarsS2","difference",1,622,0.00160771704180064
"LEGOStarWarsS2","dimensions",1,622,0.00160771704180064
"LEGOStarWarsS2","disinformation",1,622,0.00160771704180064
"LEGOStarWarsS2","dlc",1,622,0.00160771704180064
"LEGOStarWarsS2","droid",1,622,0.00160771704180064
"LEGOStarWarsS2","e3",1,622,0.00160771704180064
"LEGOStarWarsS2","easter",1,622,0.00160771704180064
"LEGOStarWarsS2","effect",1,622,0.00160771704180064
"LEGOStarWarsS2","eggs",1,622,0.00160771704180064
"LEGOStarWarsS2","empire",1,622,0.00160771704180064
"LEGOStarWarsS2","entertaining",1,622,0.00160771704180064
"LEGOStarWarsS2","episode",1,622,0.00160771704180064
"LEGOStarWarsS2","evolved",1,622,0.00160771704180064
"LEGOStarWarsS2","existed",1,622,0.00160771704180064
"LEGOStarWarsS2","existence",1,622,0.00160771704180064
"LEGOStarWarsS2","explore",1,622,0.00160771704180064
"LEGOStarWarsS2","false",1,622,0.00160771704180064
"LEGOStarWarsS2","fan",1,622,0.00160771704180064
"LEGOStarWarsS2","father",1,622,0.00160771704180064
"LEGOStarWarsS2","featured",1,622,0.00160771704180064
"LEGOStarWarsS2","figure",1,622,0.00160771704180064
"LEGOStarWarsS2","fits",1,622,0.00160771704180064
"LEGOStarWarsS2","forget",1,622,0.00160771704180064
"LEGOStarWarsS2","forgot",1,622,0.00160771704180064
"LEGOStarWarsS2","gaming",1,622,0.00160771704180064
"LEGOStarWarsS2","​​geonosis",1,622,0.00160771704180064
"LEGOStarWarsS2","graph",1,622,0.00160771704180064
"LEGOStarWarsS2","greatly",1,622,0.00160771704180064
"LEGOStarWarsS2","grogu",1,622,0.00160771704180064
"LEGOStarWarsS2","heads",1,622,0.00160771704180064
"LEGOStarWarsS2","heroes",1,622,0.00160771704180064
"LEGOStarWarsS2","history",1,622,0.00160771704180064
"LEGOStarWarsS2","holiday",1,622,0.00160771704180064
"LEGOStarWarsS2","honest",1,622,0.00160771704180064
"LEGOStarWarsS2","honor",1,622,0.00160771704180064
"LEGOStarWarsS2","hot",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/26cfwcjrj2",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/6x6mhbcyxk",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/8cqpfglu9j",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/bno0qpfqqy",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/cbrwng7fzh",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/dsth4amzl2",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/fei1y08h0k",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/gfidrsxc9j",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/h64jmv8jka",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/hpqiq8yerz",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/i0kdesisvc",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/luwbj1x8vg",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/mawfeiulhd",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/n4h6jfkjah",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/ohjklud7yv",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/op0ijel9cf",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/ou3kgbuumj",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/rciollkmlx",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/rhjy8zu8pa",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/tc9wk9dmfj",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/thbde15tuy",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/x2tbt2df9q",1,622,0.00160771704180064
"LEGOStarWarsS2","https://t.co/xdkbuytzfg",1,622,0.00160771704180064
"LEGOStarWarsS2","improved",1,622,0.00160771704180064
"LEGOStarWarsS2","indication",1,622,0.00160771704180064
"LEGOStarWarsS2","information",1,622,0.00160771704180064
"LEGOStarWarsS2","interact",1,622,0.00160771704180064
"LEGOStarWarsS2","invite",1,622,0.00160771704180064
"LEGOStarWarsS2","jedi",1,622,0.00160771704180064
"LEGOStarWarsS2","kyber",1,622,0.00160771704180064
"LEGOStarWarsS2","land",1,622,0.00160771704180064
"LEGOStarWarsS2","launched",1,622,0.00160771704180064
"LEGOStarWarsS2","lead",1,622,0.00160771704180064
